"date","year","rep","store","paper","paper.type","unit.price","units.sold","total.sale"
"5896",2013-11-05,2013,"Barakat","Portland","watercolor","pad",12.15,2,24.3
"9709",2013-11-05,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"1579",2013-11-06,2013,"Qiaoli","Portland","drawing","roll",20.99,1,20.99
"3431",2013-11-06,2013,"Barakat","Portland","watercolor","sheet",0.77,10,7.7
"3552",2013-11-06,2013,"Ran","Dublin","watercolor","sheet",0.77,10,7.7
"5334",2013-11-06,2013,"Patrick","Syracuse","watercolor","sheet",0.77,7,5.39
"6491",2013-11-06,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"6912",2013-11-06,2013,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"7163",2013-11-06,2013,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"9620",2013-11-06,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"4181",2013-11-07,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"5122",2013-11-07,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"6064",2013-11-07,2013,"Yue","Dublin","drawing","journal",24.94,1,24.94
"6443",2013-11-07,2013,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"8802",2013-11-07,2013,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"384",2013-11-08,2013,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"3749",2013-11-08,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"9007",2013-11-08,2013,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"9383",2013-11-08,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"9594",2013-11-08,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,4,48.6
"624",2013-11-09,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"1017",2013-11-09,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"1526",2013-11-09,2013,"Thomas","Davenport","watercolor","sheet",0.77,2,1.54
"2589",2013-11-09,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"3082",2013-11-09,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"4832",2013-11-09,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"4961",2013-11-09,2013,"Yunzhu","Syracuse","watercolor","roll",97.99,1,97.99
"6460",2013-11-09,2013,"Ran","Dublin","drawing","roll",20.99,1,20.99
"7659",2013-11-09,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"8118",2013-11-09,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"6",2013-11-10,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"111",2013-11-10,2013,"Ran","Dublin","watercolor","roll",97.99,1,97.99
"2527",2013-11-10,2013,"Patrick","Syracuse","watercolor","roll",97.99,1,97.99
"3371",2013-11-10,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"4249",2013-11-10,2013,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"4495",2013-11-10,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"5341",2013-11-10,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"6599",2013-11-10,2013,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"7288",2013-11-10,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"7788",2013-11-10,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"7889",2013-11-10,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"7681",2013-11-11,2013,"Arinjay","Portland","watercolor","block",19.34,2,38.68
"8253",2013-11-11,2013,"Mohit","Davenport","drawing","pads",10.26,2,20.52
"9533",2013-11-11,2013,"Yue","Dublin","drawing","pads",10.26,3,30.78
"3139",2013-11-12,2013,"Ran","Dublin","drawing","pads",10.26,1,10.26
"3364",2013-11-12,2013,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"5736",2013-11-12,2013,"Aman","Portland","drawing","pads",10.26,2,20.52
"5756",2013-11-12,2013,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"7435",2013-11-12,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"373",2013-11-13,2013,"Ran","Dublin","drawing","sheet",0.36,5,1.8
"1494",2013-11-13,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"4656",2013-11-13,2013,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"5670",2013-11-13,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"7260",2013-11-13,2013,"Thomas","Davenport","watercolor","sheet",0.77,8,6.16
"8337",2013-11-13,2013,"Barakat","Portland","drawing","pads",10.26,3,30.78
"9005",2013-11-13,2013,"Aman","Portland","drawing","journal",24.94,1,24.94
"1481",2013-11-14,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"1829",2013-11-14,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"1971",2013-11-14,2013,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"4517",2013-11-14,2013,"Yue","Dublin","drawing","pads",10.26,2,20.52
"4666",2013-11-14,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"5370",2013-11-14,2013,"Ruisi","Dublin","watercolor","sheet",0.77,8,6.16
"6198",2013-11-14,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"9915",2013-11-14,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"717",2013-11-15,2013,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"5285",2013-11-15,2013,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"6042",2013-11-15,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"7083",2013-11-15,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"7771",2013-11-15,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"12",2013-11-16,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"121",2013-11-16,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"699",2013-11-16,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"2879",2013-11-16,2013,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"5125",2013-11-16,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"6471",2013-11-16,2013,"Barakat","Portland","watercolor","block",19.34,1,19.34
"6561",2013-11-16,2013,"Mohit","Davenport","drawing","pads",10.26,2,20.52
"7730",2013-11-16,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"7992",2013-11-16,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"8142",2013-11-16,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"8343",2013-11-16,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"9492",2013-11-16,2013,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"505",2013-11-17,2013,"Aman","Portland","watercolor","pad",12.15,2,24.3
"779",2013-11-17,2013,"Ran","Dublin","watercolor","pad",12.15,3,36.45
"1461",2013-11-17,2013,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"4998",2013-11-17,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"5548",2013-11-17,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"5935",2013-11-17,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"5990",2013-11-17,2013,"Barakat","Portland","drawing","pads",10.26,1,10.26
"7572",2013-11-17,2013,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"7729",2013-11-17,2013,"Arijit","Syracuse","drawing","roll",20.99,1,20.99
"8456",2013-11-17,2013,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"8483",2013-11-17,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"9508",2013-11-17,2013,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"688",2013-11-18,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"2720",2013-11-18,2013,"Barakat","Portland","drawing","roll",20.99,1,20.99
"3260",2013-11-18,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"5618",2013-11-18,2013,"Arinjay","Portland","watercolor","pad",12.15,2,24.3
"7065",2013-11-18,2013,"Patrick","Syracuse","drawing","roll",20.99,2,41.98
"5087",2013-11-19,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"6036",2013-11-19,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"7043",2013-11-19,2013,"Arijit","Syracuse","watercolor","block",19.34,2,38.68
"381",2013-11-20,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"1999",2013-11-20,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"2102",2013-11-20,2013,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"3888",2013-11-20,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"4679",2013-11-20,2013,"Qiaoli","Portland","watercolor","sheet",0.77,8,6.16
"6989",2013-11-20,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"7237",2013-11-20,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"7736",2013-11-20,2013,"Yue","Dublin","drawing","pads",10.26,1,10.26
"8225",2013-11-20,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"8723",2013-11-20,2013,"Aman","Portland","watercolor","pad",12.15,1,12.15
"9588",2013-11-20,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"9746",2013-11-20,2013,"Arijit","Syracuse","watercolor","sheet",0.77,4,3.08
"6485",2013-11-21,2013,"Arinjay","Portland","watercolor","sheet",0.77,5,3.85
"6564",2013-11-21,2013,"Aman","Portland","watercolor","sheet",0.77,6,4.62
"8079",2013-11-21,2013,"Yue","Dublin","drawing","pads",10.26,1,10.26
"954",2013-11-22,2013,"Yue","Dublin","watercolor","pad",12.15,2,24.3
"958",2013-11-22,2013,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"986",2013-11-22,2013,"Ruisi","Dublin","watercolor","sheet",0.77,10,7.7
"2514",2013-11-22,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"4646",2013-11-22,2013,"Arinjay","Portland","watercolor","sheet",0.77,7,5.39
"6153",2013-11-22,2013,"Ran","Dublin","drawing","pads",10.26,2,20.52
"7820",2013-11-22,2013,"Aman","Portland","watercolor","sheet",0.77,9,6.93
"2424",2013-11-23,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"3841",2013-11-23,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"4550",2013-11-23,2013,"Barakat","Portland","watercolor","block",19.34,1,19.34
"5391",2013-11-23,2013,"Aman","Portland","watercolor","pad",12.15,1,12.15
"5403",2013-11-23,2013,"Qiaoli","Portland","drawing","roll",20.99,1,20.99
"6249",2013-11-23,2013,"Yue","Dublin","drawing","journal",24.94,1,24.94
"6816",2013-11-23,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"7719",2013-11-23,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"7790",2013-11-23,2013,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"8730",2013-11-23,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"9164",2013-11-23,2013,"Yue","Dublin","drawing","pads",10.26,2,20.52
"9452",2013-11-23,2013,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"9665",2013-11-23,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"9813",2013-11-23,2013,"Patrick","Syracuse","drawing","roll",20.99,1,20.99
"1819",2013-11-24,2013,"Mohit","Davenport","drawing","roll",20.99,1,20.99
"1901",2013-11-24,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"2278",2013-11-24,2013,"Arijit","Syracuse","drawing","pads",10.26,1,10.26
"5167",2013-11-24,2013,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"6149",2013-11-24,2013,"Aman","Portland","watercolor","sheet",0.77,10,7.7
"6484",2013-11-24,2013,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"8762",2013-11-24,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"9397",2013-11-24,2013,"Thomas","Davenport","watercolor","sheet",0.77,9,6.93
"1874",2013-11-25,2013,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"2699",2013-11-25,2013,"Arinjay","Portland","drawing","pads",10.26,2,20.52
"5336",2013-11-25,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"6622",2013-11-25,2013,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"6955",2013-11-25,2013,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"991",2013-11-26,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"1135",2013-11-26,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"6152",2013-11-26,2013,"Ran","Dublin","watercolor","pad",12.15,3,36.45
"15",2013-11-27,2013,"Arinjay","Portland","drawing","pads",10.26,2,20.52
"6223",2013-11-27,2013,"Ruisi","Dublin","watercolor","block",19.34,2,38.68
"2086",2013-11-28,2013,"Mohit","Davenport","drawing","pads",10.26,4,41.04
"3971",2013-11-28,2013,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"4232",2013-11-28,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"9180",2013-11-28,2013,"Ran","Dublin","drawing","pads",10.26,1,10.26
"1117",2013-11-29,2013,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"4379",2013-11-29,2013,"Yue","Dublin","drawing","pads",10.26,1,10.26
"4438",2013-11-29,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"6012",2013-11-29,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"9872",2013-11-29,2013,"Aman","Portland","drawing","journal",24.94,1,24.94
"604",2013-11-30,2013,"Ruisi","Dublin","watercolor","sheet",0.77,10,7.7
"846",2013-11-30,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"968",2013-11-30,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"1738",2013-11-30,2013,"Aman","Portland","drawing","pads",10.26,1,10.26
"2864",2013-11-30,2013,"Aman","Portland","drawing","pads",10.26,2,20.52
"3632",2013-11-30,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"4669",2013-11-30,2013,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"5097",2013-11-30,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"6515",2013-11-30,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"6546",2013-11-30,2013,"Ran","Dublin","drawing","sheet",0.36,12,4.32
"6682",2013-11-30,2013,"Aman","Portland","drawing","journal",24.94,1,24.94
"7835",2013-11-30,2013,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"1351",2013-12-01,2013,"Ran","Dublin","drawing","pads",10.26,2,20.52
"2444",2013-12-01,2013,"Barakat","Portland","watercolor","sheet",0.77,6,4.62
"5287",2013-12-01,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"5306",2013-12-01,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"6913",2013-12-01,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"7293",2013-12-01,2013,"Ran","Dublin","watercolor","sheet",0.77,13,10.01
"9551",2013-12-01,2013,"Qiaoli","Portland","drawing","roll",20.99,1,20.99
"3617",2013-12-02,2013,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"5088",2013-12-02,2013,"Arijit","Syracuse","drawing","pads",10.26,1,10.26
"1150",2013-12-03,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"1280",2013-12-03,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"2582",2013-12-03,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"4255",2013-12-03,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"4581",2013-12-03,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"5728",2013-12-03,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"9348",2013-12-03,2013,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"1077",2013-12-04,2013,"Ruisi","Dublin","watercolor","sheet",0.77,5,3.85
"7565",2013-12-04,2013,"Yue","Dublin","drawing","journal",24.94,1,24.94
"9035",2013-12-04,2013,"Barakat","Portland","drawing","pads",10.26,3,30.78
"282",2013-12-05,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"655",2013-12-05,2013,"Ruisi","Dublin","watercolor","sheet",0.77,7,5.39
"1053",2013-12-05,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"2954",2013-12-05,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"4067",2013-12-05,2013,"Arijit","Syracuse","drawing","pads",10.26,1,10.26
"4165",2013-12-05,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"4273",2013-12-05,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"4935",2013-12-05,2013,"Arinjay","Portland","watercolor","sheet",0.77,6,4.62
"9625",2013-12-05,2013,"Barakat","Portland","drawing","pads",10.26,1,10.26
"4110",2013-12-06,2013,"Yue","Dublin","drawing","journal",24.94,1,24.94
"5660",2013-12-06,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"6621",2013-12-06,2013,"Yue","Dublin","drawing","roll",20.99,1,20.99
"6793",2013-12-06,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"1068",2013-12-07,2013,"Yue","Dublin","drawing","journal",24.94,1,24.94
"1589",2013-12-07,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"1952",2013-12-07,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"2464",2013-12-07,2013,"Barakat","Portland","watercolor","pad",12.15,3,36.45
"3756",2013-12-07,2013,"Ran","Dublin","drawing","journal",24.94,1,24.94
"4414",2013-12-07,2013,"Aman","Portland","drawing","journal",24.94,1,24.94
"4458",2013-12-07,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"4510",2013-12-07,2013,"Aman","Portland","watercolor","pad",12.15,2,24.3
"5415",2013-12-07,2013,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"5775",2013-12-07,2013,"Patrick","Syracuse","watercolor","sheet",0.77,6,4.62
"5853",2013-12-07,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"6092",2013-12-07,2013,"Yunzhu","Syracuse","watercolor","block",19.34,2,38.68
"6340",2013-12-07,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"8674",2013-12-07,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"9674",2013-12-07,2013,"Barakat","Portland","drawing","journal",24.94,1,24.94
"515",2013-12-08,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"1137",2013-12-08,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"2241",2013-12-08,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"2691",2013-12-08,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"5165",2013-12-08,2013,"Barakat","Portland","watercolor","sheet",0.77,8,6.16
"5575",2013-12-08,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"6830",2013-12-08,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"7355",2013-12-08,2013,"Barakat","Portland","watercolor","pad",12.15,4,48.6
"7585",2013-12-08,2013,"Yue","Dublin","drawing","roll",20.99,1,20.99
"7810",2013-12-08,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"8141",2013-12-08,2013,"Ruisi","Dublin","watercolor","pad",12.15,3,36.45
"9711",2013-12-08,2013,"Aman","Portland","watercolor","pad",12.15,1,12.15
"2859",2013-12-09,2013,"Ran","Dublin","drawing","pads",10.26,1,10.26
"4603",2013-12-09,2013,"Barakat","Portland","watercolor","pad",12.15,2,24.3
"7732",2013-12-09,2013,"Aman","Portland","drawing","pads",10.26,1,10.26
"9222",2013-12-09,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"165",2013-12-10,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"2487",2013-12-10,2013,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"4520",2013-12-10,2013,"Aman","Portland","drawing","pads",10.26,3,30.78
"4952",2013-12-10,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"6014",2013-12-10,2013,"Ruisi","Dublin","watercolor","roll",97.99,1,97.99
"9446",2013-12-10,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"2291",2013-12-11,2013,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"4436",2013-12-11,2013,"Barakat","Portland","watercolor","sheet",0.77,12,9.24
"6694",2013-12-11,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"7777",2013-12-11,2013,"Aman","Portland","watercolor","block",19.34,2,38.68
"8769",2013-12-11,2013,"Aman","Portland","drawing","roll",20.99,1,20.99
"8992",2013-12-11,2013,"Arijit","Syracuse","drawing","pads",10.26,1,10.26
"609",2013-12-12,2013,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"1392",2013-12-12,2013,"Yue","Dublin","drawing","pads",10.26,1,10.26
"1810",2013-12-12,2013,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"2978",2013-12-12,2013,"Arinjay","Portland","watercolor","roll",97.99,1,97.99
"5842",2013-12-12,2013,"Arijit","Syracuse","watercolor","roll",97.99,1,97.99
"6936",2013-12-12,2013,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"3134",2013-12-13,2013,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"3812",2013-12-13,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"8476",2013-12-13,2013,"Ruisi","Dublin","watercolor","sheet",0.77,9,6.93
"8920",2013-12-13,2013,"Thomas","Davenport","watercolor","sheet",0.77,5,3.85
"9191",2013-12-13,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"308",2013-12-14,2013,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"2257",2013-12-14,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"3599",2013-12-14,2013,"Qiaoli","Portland","watercolor","pad",12.15,3,36.45
"3790",2013-12-14,2013,"Barakat","Portland","watercolor","sheet",0.77,5,3.85
"4491",2013-12-14,2013,"Barakat","Portland","drawing","roll",20.99,1,20.99
